Top,Movie Title,MovieID,Rating,Year,Languages,Genres,Plot,Directors,Actors,Subjectivity,Polarity,Common Sentiment,Emotion Scale
1,Disaster Movie,1213644,1.9,2008,English,"Comedy, Sci-Fi","Will, Lisa, and two of their friends attempt to flee man-made and natural disasters and encounter Batman, Hancock, The Hulk, Indiana Jones, Hannah Montana, Michael Jackson, Beowulf, the Love Guru, Iron Man, rabid chipmunks amongst others in their seemingly vain efforts to seek help and shelter from unknown threats.","Jason Friedberg, Aaron Seltzer","Matt Lanter, Vanessa Lachey, Gary 'G. Thang' Johnson, Nicole Parker, Crista Flanagan",0.5614678479296846,-0.0321168711641278,Negative,"{'Happy': 0.106, 'Angry': 0.0424, 'Surprise': 0.2628, 'Sad': 0.3028, 'Fear': 0.2868}"
2,Manos: The Hands of Fate,0060666,1.6,1966,English,Horror,"A family is driving across the country when they stumble across a mysterious house inhabited by the satyr-man Torgo. When the family decides to stay over at the house, mother Margaret is now the object of desire for Torgo and the owner of the house, The Master: a mysterious figure who dresses in a black robe decorated with red hands.",Harold P. Warren,"Tom Neyman, John Reynolds, Diane Adelson, Harold P. Warren, Stephanie Nielson",0.5751442519325338,-0.06525351070018154,Negative,"{'Happy': 0.0808, 'Angry': 0.056, 'Surprise': 0.2588, 'Sad': 0.3024, 'Fear': 0.3028}"
3,Superbabies: Baby Geniuses 2,0270846,1.5,2004,English,"Comedy, Family, Sci-Fi","Shortly after the funny adventure of Sly and Whit in Baby Geniuses (1999), a new batch of intellectual toddlers, Archie, and his friends, Finkleman, Alex, and Rosita, find themselves entangled in a nefarious scheme devised by the powerful media mogul, Bill Biscane. However, this time, the babies have an ally in their battle against evil: the ultra-cool super-hero spy, Kahuna. As he joins forces with the baby-team, a race against the clock begins, to stop villainous Biscane from using his state-of-the-art satellite system to control the minds of the kids all over the world. Can the team of super-baby geniuses save the day?",Bob Clark,"Jon Voight, Scott Baio, Vanessa Angel, Skyler Shaye, Justin Chatwin",0.5272975327474058,0.1802022742250211,Positive,"{'Happy': 0.2104, 'Angry': 0.028, 'Surprise': 0.3624, 'Sad': 0.1828, 'Fear': 0.2176}"
4,Birdemic: Shock and Terror,1316037,1.7,2010,English,"Horror, Thriller","In the town of Half Moon Bay, California, an epidemic is on the horizon: a Birdemic. All the birds are attacking humanity for the devastating damage that they are inflicting on the earth: they're going after gas stations and people's cars, and the birds have something the humans will never see coming: Bird-Acid.",James Nguyen,"Alan Bagh, Whitney Moore, Tippi Hedren, Janae Caster, Colton Osborne",0.5347461150145594,-0.02604459449319263,Negative,"{'Happy': 0.0968, 'Angry': 0.1032, 'Surprise': 0.2652, 'Sad': 0.2468, 'Fear': 0.288}"
5,The Hottie & the Nottie,0804492,1.9,2008,English,"Comedy, Romance","Nate moves to L.A. to track down Cristabel, the woman he's been in love with since childhood, only to discover that his plan to woo her only has one hurdle to overcome: what to do with June, Cristabel's ever-present, not-so-hot best friend? What's even more complicating is Nate's growing feelings for June, whose true beauty starts to emerge.",Tom Putnam,"Paris Hilton, Joel David Moore, Christine Lakin, Johann Urb, Adam Kulbersh",0.5715192053118119,-0.023301281798267695,Negative,"{'Happy': 0.1252, 'Angry': 0.0572, 'Surprise': 0.2488, 'Sad': 0.2724, 'Fear': 0.296}"
6,House of the Dead,0317676,2.1,2003,English,"Action, Adventure, Horror","This film is a prequel to all of the The House of the Dead video games. Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead...",Uwe Boll,"Jonathan Cherry, Tyron Leitso, Clint Howard, Ona Grauer, Ellie Cornell",0.5418641036157523,-0.056395890425501825,Negative,"{'Happy': 0.0875, 'Angry': 0.0454, 'Surprise': 0.2867, 'Sad': 0.2908, 'Fear': 0.2892}"
7,Son of the Mask,0362165,2.2,2005,English,"Comedy, Family, Fantasy",Tim Avery is a cartoonist who loves his dog Odis. Then one day Odis finds a strange green mask. Then Tim puts it on and has a baby with his wife with the mask on. The baby then gets ahold of powers of the mask. Meanwhile Loki (Alan Cumming) must find the mask before Odin gets mad,Lawrence Guterman,"Jamie Kennedy, Alan Cumming, Liam Falconer, Ryan Falconer, Traylor Howard",0.5721944562215232,0.0806036524446413,Positive,"{'Happy': 0.1096, 'Angry': 0.0436, 'Surprise': 0.2792, 'Sad': 0.3132, 'Fear': 0.254}"
8,Kirk Cameron's Saving Christmas,4009460,1.3,2014,English,"Comedy, Family","Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law, who has a bad case of the bah-humbugs. Kirk's fresh look at Christmas provides Christian the chance to see Christ is where He has always been: at the center of our Christmas celebrations and traditions. Can Kirk save his in-law's opinions on Christmas or will he have to celebrate the holiday without him?",Darren Doane,"Kirk Cameron, Darren Doane, Bridgette Cameron, Ben Kientz, David Shannon",0.5103435978383591,-0.02596912469550371,Negative,"{'Happy': 0.0764, 'Angry': 0.0636, 'Surprise': 0.2656, 'Sad': 0.2572, 'Fear': 0.3372}"
9,Epic Movie,0799949,2.4,2007,English,"Adventure, Comedy, Fantasy","Four troubled orphans from four separate movie scenarios who are bound together in a wacky chocolate factory after receiving golden tickets to go on an 'epic adventure.' After they escape from the clutches of a very scary Willy Wonka they discover the magical world of 'Gnarnia' through an enchanted wardrobe. There they must seek the help of a randy lion, a hoard of mutants from the x academy, students of witchcraft and wizardry, funky swash-buckling pirates and a mischievous beaver to defeat the evil white bitch!","Jason Friedberg, Aaron Seltzer","Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays, Faune Chambers Watkins",0.5227696174139094,-0.05642227373631911,Negative,"{'Happy': 0.1212, 'Angry': 0.0471, 'Surprise': 0.2863, 'Sad': 0.2662, 'Fear': 0.2796}"
10,Battlefield Earth,0185183,2.5,2000,English,"Action, Adventure, Sci-Fi","In the year 3000, humanity is no match for the Psychlos, a greedy, manipulative race on a quest for ultimate profit. Led by the seductive and powerful Terl, the Psychlos are stripping Earth of its resources, using the broken remnants of humanity as slaves. What is left of the human race has reverted to a primitive state, believing the invaders to be demons and technology to be evil. After humanity has all but given up any hope of freeing themselves from alien oppression, a young man named Tyler decides to leave his desolate home high in the Rocky Mountains to discover the truth, whereupon he is captured and enslaved. It is then that he decides to fight back, leading his fellow man in one final struggle for freedom.",Roger Christian,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti",0.5294307969834202,-0.0935218053617403,Negative,"{'Happy': 0.0638, 'Angry': 0.0525, 'Surprise': 0.2813, 'Sad': 0.2633, 'Fear': 0.3383}"
11,Pledge This!,0417056,1.6,2006,English,Comedy,"At popular South Beach University (Miami), filthy rich super-snob Victoria English is the absolute queen of leading Greek student club, Sigma Sigma. In order to achieve her crowning ambition, winning FHM Magazine's annual best sorority, she must recruit atypical 'Sigmies' to fulfill the diversity criteria. Ambitious sycophant pledge Kristen Haas helps her attract 'losers' (too poor, ugly, unfashionable), who are cruelly put through excruciating hazing, without intent to actually enroll them. Gloria, the brightest and most assertive pledge, wins the heart of Derek 'baby Dick', Victoria's ideal, yet constantly abused boyfriend, whose bitch-addiction is cured by this alternative lover. Together they lead the revolt of the not-even-nerds.","William Heins, Strathford Hamilton","Paris Hilton, Paula Garcés, Sarah Carter, Simon Rex, Geoffrey Arend",0.5511280970759568,-0.058939707737516,Negative,"{'Happy': 0.106, 'Angry': 0.0372, 'Surprise': 0.2716, 'Sad': 0.2852, 'Fear': 0.2996}"
12,Alone in the Dark,0369226,2.4,2005,English,"Action, Horror, Sci-Fi","Edward Carnby, detective of the paranormal, unexplained and supernatural, investigates a mystery (the recent death of a friend) with clues leading to ""Shadow Island"" that brings him face to face with bizarre horrors that prove both psychologically disturbing and lethal, as he discovers that evil demons worshiped by an ancient culture called the Abskani are planning on coming back to life in the 21st century to once again take over the world... and only he and a young genius anthropologist with an incredible memory (and his ex-girlfriend), Aline Cedrac, stand in their way, at a gateway to hell. Standing in Carnby's way, however, is the impact that a brief encounter with an evil spirit called the Queen had upon his mind, as he slowly finds himself overpowered by the forces of darkness as they eat away at his very sanity...",Uwe Boll,"Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner, Matthew Walker",0.5071300302798156,-0.02008457415873154,Negative,"{'Happy': 0.082, 'Angry': 0.046, 'Surprise': 0.2636, 'Sad': 0.2704, 'Fear': 0.3376}"
13,Radhe,10888594,1.9,2021,Hindi,"Action, Crime, Thriller","Drugs mafia has increased in India where more and more youngsters are addicted to drugs and taking their lives ,The Mumbai police decides to get back suspended officer Radhe on duty to clean the city.Radhe joins soon and firstly makes two rival groups of Dagdu Dada and Dilwar to join hands as they are against drugs business and will help him clean the city.Radhe's reporting officer is funny ACP Avinash Abhyankar who runs away with Radhe's credits while Radhe loves Avinash's sister Dia and pretends to be an upcoming model.Rana the drug lord who has landed in Mumbai and forces people to sell drugs and gets Dilwar killed from his brother Mansoor who works for him,Radhe manages to trace Rana which starts a long cat an mouse race between them.",Prabhu Deva,"Salman Khan, Disha Patani, Randeep Hooda, Jackie Shroff, Pravin Tarde",0.4568892583943023,-0.07775030442267285,Negative,"{'Happy': 0.0972, 'Angry': 0.068, 'Surprise': 0.2092, 'Sad': 0.294, 'Fear': 0.2896}"
14,Dragonball Evolution,1098327,2.6,2009,"English, Japanese, Hindi","Action, Adventure, Fantasy, Sci-Fi, Thriller","With his beloved grandfather, Gohan, on the verge of death after demon Lord Piccolo's botched attempt to find one of the legendary Dragon Balls, eighteen-year-old Son Goku embarks on a mission to find the wise martial arts master and innovator of the Kamehameha technique, Master Roshi. Now, to thwart megalomaniac Piccolo's plans for world domination, Son Goku, along with a handful of brave defenders, must gather all seven mystical Dragon Balls before the next solar eclipse. Who will prevail in the final confrontation and the battle for Earth's future?",James Wong,"Justin Chatwin, Chow Yun-Fat, Emmy Rossum, Jamie Chung, James Marsters",0.5532991655847559,-0.03332949685442403,Negative,"{'Happy': 0.1028, 'Angry': 0.0576, 'Surprise': 0.2496, 'Sad': 0.2424, 'Fear': 0.3484}"
15,From Justin to Kelly,0339034,1.9,2003,English,"Comedy, Musical, Romance","Spring break in Miami is the scene. It's where surf-drenched guys cruise girls in bikinis and raucous parties rule day and night. It's the perfect time and place for three young women from Texas and a trio of college guys from Pennsylvania to find adventure and maybe even fall in love. In a Texas dive bar, Kelly is singing her heart out to a few local yokels when her best friends Kaya and Alexa try and tempt her away for some fun in the Florida sun. It's an easy sell--even for the cautious Kelly - and the three head for Miami. Making their way to the same destination is the ""Pennsylvania Posse"": college students Justin, Brandon, and Eddie. Justin and Brandon are smooth-talking party promoters, while Eddie's primed to meet Lizzie, the cyber dream girl he's been e-mailing for months. Miami Beach, beating with a rhythm all its own, is teeming with beautiful people. Kelly's friends are drawn into the beachside fun, while Kelly tentatively navigates a sea of strangers. When her eyes meet Justin's, everything changes--in an instant. While Kaya and Alexa are content to survey the parade of eye candy, Kelly's now only interested in the guy with the irresistible smile. The feeling is mutual, and Justin's on fire. But as luck would have it, he loses Kelly's number--and boy-crazy Alexa has already set her sights on Justin. She will stop at nothing--even betraying a friend--to nab Justin as her own. Will true love win out for the star-crossed Justin and Kelly?",Robert Iscove,"Kelly Clarkson, Justin Guarini, Katherine Bailess, Anika Noni Rose, Greg Siff",0.5155383596556348,-0.06532514026781111,Negative,"{'Happy': 0.108, 'Angry': 0.0688, 'Surprise': 0.252, 'Sad': 0.2784, 'Fear': 0.292}"
16,Meet the Spartans,1073498,2.8,2008,English,"Comedy, Fantasy","The heroic Spartan king Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag bunch of 13 Spartan misfit warriors to defend their homeland against thousands of invading Persians whom include the Ghost Rider, Rocky Balboa, the Autobots, and an ugly hunchbacked Paris Hilton and a shaved-head Brittany Spears.","Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo, Diedrich Bader",0.563272282401536,-0.007250932269662558,Positive,"{'Happy': 0.172, 'Angry': 0.0608, 'Surprise': 0.258, 'Sad': 0.2424, 'Fear': 0.2676}"
17,Going Overboard,0096870,1.8,1989,English,Comedy,"Schecky Moskowitz, a deservedly-struggling young comedian, lands a menial job on the cruise ship that's holding the Miss Universe pageant. The Big Man On Deck for this voyage is Dickie Diamond, the ship's comedian and all-around ladies' man. As an assorted array of thugs, Panamanian mercenaries, and terrorists try to storm the ship, Schecky hopes for one big chance to prove himself and enter the exciting world of cruise-ship comedy.",Valerie Breiman,"Burt Young, Adam Sandler, Scott LaRose, Lisa Collins, Tom Hodges",0.5546817963213436,-0.046465005792396596,Negative,"{'Happy': 0.086, 'Angry': 0.0668, 'Surprise': 0.2576, 'Sad': 0.2868, 'Fear': 0.3032}"
18,Turks in Space,0808240,1.5,2006,Turkish,"Action, Comedy, Sci-Fi",,Kartal Tibet,"Cüneyt Arkin, Miraç Bayramoglu, Haldun Boysan, Berda Ceyhan, Veysel Diker",0.5385886106367439,-0.023262647870569184,Negative,"{'Happy': 0.1018, 'Angry': 0.0545, 'Surprise': 0.3614, 'Sad': 0.2323, 'Fear': 0.2486}"
19,Gigli,0299930,2.6,2003,English,"Comedy, Crime, Romance","Gigli, a lowly and inept hitman, is assigned a job by the mob to kidnap an intellectually disabled brother of a California district attorney. Gigli abducts the brother from his mental hospital and holds him hostage in his apartment. Ricki, a ""lesbian assassin,"" is sent to oversee Gigli's job and make sure he doesn't screw it up. Comedic high jinks ensue as the two go on the lam and start to fall in love.",Martin Brest,"Ben Affleck, Terry Camilleri, David Backus, Lenny Venito, Robert Silver",0.5578326454521079,-0.021477709790726527,Negative,"{'Happy': 0.112, 'Angry': 0.042, 'Surprise': 0.25, 'Sad': 0.2508, 'Fear': 0.3456}"
20,Race 3,7431594,1.9,2018,Hindi,"Action, Crime, Thriller",Text: 25 years ago arms dealer Shamsher Singh shifted to Al Shifa island with his family .When he was accused of doing illegal business of arms by government of India.He has a business rival Rana who has attacked him many a times.But his nephew Sikander always came to his rescue who is also closest person to him and further who can take over his business.Twins Sanjana and Suraj kids of Shamsher don't go well with Sikander.Shamesher has a dream to go back to India and Sikander is his only hope.Apart from twin cousin's Sikander will have to face betrayal from trusted aide Yash and Jessica his loves who is not who she claims to be.,Remo D'Souza,"Anil Kapoor, Salman Khan, Bobby Deol, Jacqueline Fernandez, Daisy Shah",0.5375016535452004,-0.039433776029039184,Negative,"{'Happy': 0.0704, 'Angry': 0.0372, 'Surprise': 0.2556, 'Sad': 0.2492, 'Fear': 0.3872}"
21,Foodfight!,0249516,1.3,2012,English,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery","When the supermarket closes at night, the contents inside come to life. The shop becomes a living world for Dex Dogtective and all other creatures inside it at night time. However, with the new Brand X coming into the store, things take a turn for the worst. In other words, it's Toy Story in a grocery store mixed with a poorly rendered version of your worst nightmare.",Lawrence Kasanoff,"Charlie Sheen, Hilary Duff, Eva Longoria, Wayne Brady, Christopher Lloyd",0.6139235395316058,0.1200509921076322,Positive,"{'Happy': 0.1144, 'Angry': 0.0508, 'Surprise': 0.2816, 'Sad': 0.2832, 'Fear': 0.2684}"
22,Date Movie,0466342,2.8,2006,English,"Comedy, Romance","Julia Jones is unhappy. She's overweight, spends forever working at her fathers diner, and believes she will always be lonely. This is until she meets Grant Fockyerdoder. Before they can have their dream wedding, they must meet each others parents and survive the scheming Andy.","Aaron Seltzer, Jason Friedberg","Alyson Hannigan, Adam Campbell, Sophie Monk, Eddie Griffin, Meera Simhan",0.5682185591093368,-0.014757519310263388,Negative,"{'Happy': 0.1312, 'Angry': 0.0508, 'Surprise': 0.2596, 'Sad': 0.2368, 'Fear': 0.3224}"
23,Cats,5697572,2.8,2019,English,"Comedy, Drama, Family, Fantasy, Musical",,Tom Hooper,"Robbie Fairchild, Mette Narrative, Daniela Norman, Jaih Betote, Larry Bourgeois",0.6036820450144496,-0.10484862816380681,Negative,"{'Happy': 0.1024, 'Angry': 0.0624, 'Surprise': 0.2708, 'Sad': 0.298, 'Fear': 0.2652}"
24,Baby Geniuses,0118665,2.5,1999,English,"Comedy, Crime, Family, Sci-Fi","BabyCo is the world's leading manufacturer in baby products. However, what the public doesn't know, is that Dr Kinder and Dr Heep, two of its most brilliant scientists, are tirelessly working in complete secrecy to crack the indecipherable code to ""baby talk"": a highly sophisticated language, and the key to the secrets of the universe. But, before long, problems arise when mischievous Sly, the smartest of the toddlers, escapes confinement, bent on uniting all babies to help free the ones trapped in the laboratory. Now, Dr. Kinder and Dr. Heep must find Sly before it is too late. But, can they outsmart the baby geniuses?",Bob Clark,"Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol, Dom DeLuise",0.5822485579771216,0.1383007179161377,Positive,"{'Happy': 0.2516, 'Angry': 0.0456, 'Surprise': 0.3156, 'Sad': 0.1756, 'Fear': 0.2096}"
25,Glitter,0118589,2.3,2001,English,"Drama, Music, Romance","Billie Frank is a shy, young multiracial girl who is sent away by her alcoholic mother at a very early age. At an orphanage, she befriends Louise and Roxanne. Flash forward to 1983. Billie and her friends are spotted by a record producer, Timothy Walker, who wants them to sing backup for his latest pop-music discovery. But when super DJ Julian Dice hears Billie's incredible voice, he makes a shady deal with Timothy to get her out of that dead-end situation. Soon, Billie and Dice are making hits inside the studio, and falling in love outside of it. Eventually, the pressure of her newfound celebrity puts too heavy a strain on Billie, forcing her to decide what it is she really wants from Dice, and what she wants for herself.",Vondie Curtis-Hall,"Mariah Carey, Max Beesley, Da Brat, Tia Texada, Valarie Pettiford",0.5455022249470295,0.021743193196006417,Positive,"{'Happy': 0.1024, 'Angry': 0.0804, 'Surprise': 0.22, 'Sad': 0.2696, 'Fear': 0.3276}"
26,Daniel the Wizard,0421051,1.2,2004,German,"Comedy, Crime, Fantasy, Music",,Ulli Lommel,"Daniel Küblböck, Ulli Lommel, Rudolf Waldemar Brem, Katja Rupé, Günther Küblböck",0.5396144276015609,-0.06911327898299321,Negative,"{'Happy': 0.0844, 'Angry': 0.0456, 'Surprise': 0.2852, 'Sad': 0.2764, 'Fear': 0.3088}"
27,Jaws: The Revenge,0093300,3.0,1987,English,"Adventure, Horror, Thriller","After the encounter with the shark at Sea World, Sean Brody has returned to Amity. Here he has assumed his father's role, working for the police department, and is engaged to a young woman named Tiffany. His mother, Ellen, still lives in Amity as well. Mike Brody is now married to Carla and is researching conch snails with his partner, Jake, in the Bahamas. One night, while repairing a buoy in Amity harbor from the police boat, Sean is ambushed from below and killed by the Brodys' old enemy, a Great White shark. After the funeral, Ellen wants Mike to stay off the water, but he refuses, and takes Ellen back to the Caribbean with him and his wife and daughter, Thea. Ellen starts trying to enjoy life again, meeting charming pilot Hoagie after having been a widow for some time. Mike and Jake encounter the Great White shark in the water, and tag and track it for research. But the shark soon starts wreaking havoc, and comes after Thea on a banana boat ride. Now, Ellen, Mike, Jake, and Hoagie will face the shark on his terms. Who will survive?",Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine",0.5700311072988197,-0.041395988937441085,Negative,"{'Happy': 0.1072, 'Angry': 0.064, 'Surprise': 0.262, 'Sad': 0.2532, 'Fear': 0.316}"
28,Troll 2,0105643,2.9,1990,English,"Comedy, Fantasy, Horror","A young boy is terrified when his family's vacation is haunted by vile plant-eating monsters from his worst nightmare; the spectre of his deceased grandfather assists his attempt to save his beloved family. Also, there are NO trolls in this movie, only goblins.",Claudio Fragasso,"Michael Paul Stephenson, George Hardy, Margo Prey, Connie Young, Robert Ormsby",0.5776183165453387,-0.0014179954232488173,Negative,"{'Happy': 0.0992, 'Angry': 0.0967, 'Surprise': 0.3062, 'Sad': 0.2221, 'Fear': 0.2767}"
29,BloodRayne,0383222,2.9,2005,English,"Action, Fantasy, Horror","In the Eighteenth Century, Rayne is the half-human half-vampire Dhampir and the lead attraction in a carnival's freak-show in Romania. When she escapes, she meets a fortuneteller that tells that her mother was raped by the king of the vampires Kagan and she decides to destroy her father. In her journey for revenge, she meets Vladimir and Sebastian, the leaders of the fortress of vampire hunters Brimstone, and she joins their society. She seeks for powerful talismans to defeat Kagan, while the skilled warriors Vladimir and Sebastian train her to face the forces of Kagan and her human side falls in love with Sebastian.",Uwe Boll,"Kristanna Loken, Michael Madsen, Matthew Davis, Will Sanderson, Geraldine Chaplin",0.5326779786831929,0.027249325958140957,Positive,"{'Happy': 0.1228, 'Angry': 0.0384, 'Surprise': 0.2524, 'Sad': 0.2836, 'Fear': 0.3032}"
30,Hobgoblins,0089280,2.1,1988,English,"Comedy, Horror, Sci-Fi","A group of hobgoblins, who allow you to live out your fantasies but kill you in the process, escape from a studio vault, and a security guard and his friends must stop them before dawn.",Rick Sloane,"Tom Bartlett, Paige Sullivan, Steven Boggs, Kelley Palmer, Billy Frank",0.5495779672805815,-0.07297381198009584,Negative,"{'Happy': 0.0744, 'Angry': 0.0676, 'Surprise': 0.2636, 'Sad': 0.2676, 'Fear': 0.328}"
31,The Human Centipede III (Final Sequence),1883367,2.8,2015,English,"Comedy, Horror","Bully prison warden Bill Boss, leading a big state prison in the US of A, has a lot of problems; his prison statistically has the highest amount of prison riots, medical costs and staff turnover in the country. But foremost he is unable to get the respect he thinks he deserves from his inmates and the state Governor. He constantly fails in experimenting with different ideas for the ideal punishment to get the inmates in line, which drives him, together with the sizzling heat, completely insane. Under threats of termination by the Governor, his loyal right hand man Dwight comes up with a brilliant idea. A revolutionary idea which could change the American prison system for good and save billions of dollars. An idea based on the notorious Human Centipede movies, that will literally and figuratively get the inmates on their knees, creating the ultimate punishment and deterrent for anyone considering a life of crime. Having nothing to lose, Bill and Dwight create a jaw-dropping 500-person prison centipede.",Tom Six,"Dieter Laser, Laurence R. Harvey, Eric Roberts, Robert LaSardo, Tom Lister Jr.",0.5321162047616844,-0.02113292534809761,Positive,"{'Happy': 0.084, 'Angry': 0.0356, 'Surprise': 0.3296, 'Sad': 0.2656, 'Fear': 0.2844}"
32,Left Behind,2467046,3.1,2014,English,"Action, Fantasy, Sci-Fi, Thriller","Left Behind finds commercial airline pilot Ray Steele (Nicholas Cage) struggling to keep his passengers calm and his plane afloat after the Biblical Rapture strikes mid-flight. Meanwhile, GWN reporter Cameron ""Buck"" Williams (Chad Michael Murray) becomes Ray's reluctant co-pilot, and Ray's terrified daughter Chloe (Cassi Thompson) braves the chaos of the city streets in search of her brother and mother..",Vic Armstrong,"Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan, Jordin Sparks",0.5374685899381145,-0.056044084892131085,Negative,"{'Happy': 0.0952, 'Angry': 0.0484, 'Surprise': 0.2608, 'Sad': 0.3116, 'Fear': 0.2816}"
33,Cosmic Sin,11762434,2.5,2021,English,"Action, Adventure, Sci-Fi","In the year 2524, four centuries after humans started colonizing the outer planets, retired Gen. James Ford gets called back into service after a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",Edward Drake,"Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, C.J. Perry",0.48840106005844186,-0.06895460133051107,Negative,"{'Happy': 0.0633, 'Angry': 0.065, 'Surprise': 0.2267, 'Sad': 0.2662, 'Fear': 0.3367}"
34,365 Days,10886166,3.3,2020,"Polish, English, Italian","Drama, Romance","Massimo Torricelli, a young and handsome boss of a Sicilian Mafia family, has no other option but to take over after his father has been assassinated. Laura is a sales director in a luxurious hotel in Warsaw. She has a successful career, but her private life lacks passion. She is taking one last shot to save her relationship. Together with her bone-headed boyfriend, Martin and some other friends, she takes a trip to Sicily. She does not expect that Massimo, the most dangerous man on the island, will get in her way, kidnap her, hold her captive and give her 365 days - to fall in love with him.","Barbara Bialowas, Tomasz Mandes","Anna-Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski, Otar Saralidze, Magdalena Lamparska",0.5172165366393471,-0.1063263083291678,Negative,"{'Happy': 0.112, 'Angry': 0.0348, 'Surprise': 0.3064, 'Sad': 0.2592, 'Fear': 0.2888}"
35,Who's Your Caddy?,0785077,2.2,2007,English,"Comedy, Sport",,Don Michael Paul,"Mick Partridge, Big Boi, Faizon Love, Sherri Shepherd, Finesse Mitchell",0.520342248244235,-0.017005398700311772,Negative,"{'Happy': 0.124, 'Angry': 0.058, 'Surprise': 0.2504, 'Sad': 0.2668, 'Fear': 0.3004}"
36,Jack and Jill,0810913,3.3,2011,English,Comedy,"Jack Sadelstein is a successful advertising executive in Los Angeles, with a beautiful wife and kids, who dreads one event each year--the Thanksgiving visit of his fraternal twin sister, Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",Dennis Dugan,"Adam Sandler, Al Pacino, Katie Holmes, Elodie Tougne, Rohan Chand",0.5813081719936387,-0.019393480612718002,Negative,"{'Happy': 0.1312, 'Angry': 0.0564, 'Surprise': 0.2664, 'Sad': 0.2896, 'Fear': 0.258}"
37,Rollerball,0246894,3.1,2002,"English, Russian, French, Arabic, Korean, German, Japanese","Action, Sci-Fi, Sport","In this fast action-packed thriller, Jonathan (Chris Klein), Marcus (LL Cool J), and Aurora (Rebecca Romijn) compete in a dangerous, fierce sport called Rollerball. Although, Jonathan and Marcus try to quit, cruel and vindictive promoter Alexi Petrovich (Jean Reno) encourages them to still participate. Petrovich sends his men to attack them while they are on a trip, but Jonathan survives. In the end during a game of Rollberball, Petrovich attempts a public execution of Jonathan, but the question is will Jonathan get revenge.",John McTiernan,"Chris Klein, Jean Reno, LL Cool J, Rebecca Romijn, Naveen Andrews",0.4950908926705101,-0.0005752855691968278,Negative,"{'Happy': 0.1048, 'Angry': 0.0672, 'Surprise': 0.2704, 'Sad': 0.21, 'Fear': 0.3472}"
38,Catwoman,0327554,3.4,2004,"English, Spanish","Action, Crime, Fantasy","Catwoman is the story of shy, sensitive artist Patience Philips, a woman who can't seem to stop apologizing for her own existence. She works as a graphic designer for Hedare Beauty, a mammoth cosmetics company on the verge of releasing a revolutionary anti-aging product. When Patience inadvertently happens upon a dark secret her employer is hiding, she finds herself in the middle of a corporate conspiracy. What happens next changes Patience forever. In a mystical twist of fate, she is transformed into a woman with the strength, speed, agility and ultra-keen senses of a cat. With her newfound prowess and feline intuition, Patience becomes Catwoman, a sleek and stealthy creature balancing on the thin line between good and bad. Like any wildcat, she's dangerous, elusive and untamed. Her adventures are complicated by a burgeoning relationship with Tom Lone, a cop who has fallen for Patience but cannot shake his fascination with the mysterious Catwoman, who appears to be responsible for a string of crime sprees plaguing the city.",Pitof,"Halle Berry, Benjamin Bratt, Sharon Stone, Lambert Wilson, Frances Conroy",0.5449184862653744,0.08575833933933237,Positive,"{'Happy': 0.152, 'Angry': 0.0308, 'Surprise': 0.2832, 'Sad': 0.2504, 'Fear': 0.2832}"
39,Kazaam,0116756,3.0,1996,English,"Comedy, Family, Fantasy, Musical","Being a lone young boy in the 'hood"" is dangerous and unpleasant. This is what Max experiences when he fools a gang of local toughs who cornered him at school. The gang finds out that the key he gave them is of no value in committing a robbery, and they chase him through the streets of his neighborhood, bent on revenge. He tries to escape by slipping into the open door of an old warehouse, but they follow him there, too. While running from them through aisles filled with all kinds of stuff, he bumps into an old boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years. In order to stay free, Kazaam must give Max three wishes.",Paul Michael Glaser,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe",0.5460172232681504,0.09655127023172115,Positive,"{'Happy': 0.1876, 'Angry': 0.0748, 'Surprise': 0.2636, 'Sad': 0.2296, 'Fear': 0.2424}"
